STATENAME,URL,WEBSITE,ACTIVITY LEVEL,ACTIVITY LEVEL LABEL,WEEKEND,WEEK,SEASON
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/Pages/influenza.aspx,Influenza - Flu,Level 1,Minimal,Jul-18-2009,28,2008-09
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/Pages/influenza.aspx,Influenza - Flu,Level 1,Minimal,Jul-25-2009,29,2008-09
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/Pages/influenza.aspx,Influenza - Flu,Level 1,Minimal,Aug-01-2009,30,2008-09
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/Pages/influenza.aspx,Influenza - Flu,Level 1,Minimal,Aug-08-2009,31,2008-09
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/Pages/influenza.aspx,Influenza - Flu,Level 1,Minimal,Aug-15-2009,32,2008-09
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/Pages/influenza.aspx,Influenza - Flu,Level 1,Minimal,Aug-22-2009,33,2008-09
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/Pages/influenza.aspx,Influenza - Flu,Level 4,Low,Aug-29-2009,34,2008-09
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/Pages/influenza.aspx,Influenza - Flu,Level 1,Minimal,Oct-04-2008,40,2008-09
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/Pages/influenza.aspx,Influenza - Flu,Level 1,Minimal,Oct-11-2008,41,2008-09
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/Pages/influenza.aspx,Influenza - Flu,Level 1,Minimal,Oct-18-2008,42,2008-09
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/Pages/influenza.aspx,Influenza - Flu,Level 1,Minimal,Oct-25-2008,43,2008-09
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/Pages/influenza.aspx,Influenza - Flu,Level 1,Minimal,Nov-01-2008,44,2008-09
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/Pages/influenza.aspx,Influenza - Flu,Level 1,Minimal,Nov-08-2008,45,2008-09
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/Pages/influenza.aspx,Influenza - Flu,Level 1,Minimal,Nov-15-2008,46,2008-09
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/Pages/influenza.aspx,Influenza - Flu,Level 1,Minimal,Nov-22-2008,47,2008-09
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/Pages/influenza.aspx,Influenza - Flu,Level 1,Minimal,Nov-29-2008,48,2008-09
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/Pages/influenza.aspx,Influenza - Flu,Level 1,Minimal,Dec-06-2008,49,2008-09
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/Pages/influenza.aspx,Influenza - Flu,Level 1,Minimal,Dec-13-2008,50,2008-09
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/Pages/influenza.aspx,Influenza - Flu,Level 1,Minimal,Dec-20-2008,51,2008-09
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/Pages/influenza.aspx,Influenza - Flu,Level 1,Minimal,Dec-27-2008,52,2008-09
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/Pages/influenza.aspx,Influenza - Flu,Level 1,Minimal,Jan-03-2009,53,2008-09
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/Pages/influenza.aspx,Influenza - Flu,Level 1,Minimal,Jan-10-2009,1,2008-09
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/Pages/influenza.aspx,Influenza - Flu,Level 1,Minimal,Jan-17-2009,2,2008-09
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/Pages/influenza.aspx,Influenza - Flu,Level 1,Minimal,Jan-24-2009,3,2008-09
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/Pages/influenza.aspx,Influenza - Flu,Level 2,Minimal,Jan-31-2009,4,2008-09
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/Pages/influenza.aspx,Influenza - Flu,Level 3,Minimal,Feb-07-2009,5,2008-09
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/Pages/influenza.aspx,Influenza - Flu,Level 4,Low,Feb-14-2009,6,2008-09
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/Pages/influenza.aspx,Influenza - Flu,Level 4,Low,Feb-21-2009,7,2008-09
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/Pages/influenza.aspx,Influenza - Flu,Level 4,Low,Feb-28-2009,8,2008-09
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/Pages/influenza.aspx,Influenza - Flu,Level 5,Low,Mar-07-2009,9,2008-09
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/Pages/influenza.aspx,Influenza - Flu,Level 2,Minimal,Mar-14-2009,10,2008-09
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/Pages/influenza.aspx,Influenza - Flu,Level 4,Low,Mar-21-2009,11,2008-09
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/Pages/influenza.aspx,Influenza - Flu,Level 1,Minimal,Mar-28-2009,12,2008-09
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/Pages/influenza.aspx,Influenza - Flu,Level 2,Minimal,Apr-04-2009,13,2008-09
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/Pages/influenza.aspx,Influenza - Flu,Level 1,Minimal,Apr-11-2009,14,2008-09
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/Pages/influenza.aspx,Influenza - Flu,Level 1,Minimal,Apr-18-2009,15,2008-09
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/Pages/influenza.aspx,Influenza - Flu,Level 1,Minimal,Apr-25-2009,16,2008-09
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/Pages/influenza.aspx,Influenza - Flu,Level 1,Minimal,May-02-2009,17,2008-09
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/Pages/influenza.aspx,Influenza - Flu,Level 1,Minimal,May-09-2009,18,2008-09
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 10,High,May-09-2009,18,2008-09
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,May-02-2009,17,2008-09
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Apr-25-2009,16,2008-09
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Apr-18-2009,15,2008-09
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Apr-11-2009,14,2008-09
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Apr-04-2009,13,2008-09
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 4,Low,Mar-28-2009,12,2008-09
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 3,Minimal,Mar-21-2009,11,2008-09
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Mar-14-2009,10,2008-09
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 3,Minimal,Mar-07-2009,9,2008-09
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 3,Minimal,Feb-28-2009,8,2008-09
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 10,High,Feb-21-2009,7,2008-09
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 10,High,Feb-14-2009,6,2008-09
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 9,High,Feb-07-2009,5,2008-09
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 7,Moderate,Jan-31-2009,4,2008-09
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 3,Minimal,Jan-24-2009,3,2008-09
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Jan-17-2009,2,2008-09
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Jan-10-2009,1,2008-09
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 0,Insufficient Data,Jan-03-2009,53,2008-09
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 0,Insufficient Data,Dec-27-2008,52,2008-09
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 0,Insufficient Data,Dec-20-2008,51,2008-09
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 0,Insufficient Data,Dec-13-2008,50,2008-09
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Dec-06-2008,49,2008-09
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Nov-29-2008,48,2008-09
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Nov-22-2008,47,2008-09
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Nov-15-2008,46,2008-09
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Nov-08-2008,45,2008-09
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Nov-01-2008,44,2008-09
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Oct-25-2008,43,2008-09
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Oct-18-2008,42,2008-09
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Oct-11-2008,41,2008-09
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Oct-04-2008,40,2008-09
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 10,High,Aug-29-2009,34,2008-09
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 10,High,Aug-22-2009,33,2008-09
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Aug-15-2009,32,2008-09
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Aug-08-2009,31,2008-09
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Aug-01-2009,30,2008-09
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Jul-25-2009,29,2008-09
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Jul-18-2009,28,2008-09
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Jul-11-2009,27,2008-09
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Jul-04-2009,26,2008-09
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Jun-27-2009,25,2008-09
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Jun-20-2009,24,2008-09
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Jun-13-2009,23,2008-09
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Jun-06-2009,22,2008-09
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,May-30-2009,21,2008-09
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,May-23-2009,20,2008-09
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 10,High,May-16-2009,19,2008-09
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 10,High,Sep-26-2009,38,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 10,High,Sep-19-2009,37,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 10,High,Sep-12-2009,36,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 10,High,Sep-05-2009,35,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 10,High,Oct-03-2009,39,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 10,High,Oct-10-2009,40,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 10,High,Oct-17-2009,41,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 10,High,Oct-24-2009,42,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 10,High,Oct-31-2009,43,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 10,High,Nov-07-2009,44,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 9,High,Nov-14-2009,45,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 9,High,Nov-21-2009,46,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 9,High,Nov-28-2009,47,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 6,Moderate,Dec-05-2009,48,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 8,High,Dec-12-2009,49,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 4,Low,Dec-19-2009,50,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 7,Moderate,Dec-26-2009,51,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 9,High,Jan-02-2010,52,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 6,Moderate,Jan-09-2010,1,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 5,Low,Jan-16-2010,2,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 7,Moderate,Jan-23-2010,3,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 6,Moderate,Jan-30-2010,4,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 9,High,Feb-06-2010,5,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 6,Moderate,Feb-13-2010,6,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 8,High,Feb-20-2010,7,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 9,High,Feb-27-2010,8,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 6,Moderate,Mar-06-2010,9,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 6,Moderate,Mar-13-2010,10,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 6,Moderate,Mar-20-2010,11,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 3,Minimal,Mar-27-2010,12,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Apr-03-2010,13,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 2,Minimal,Apr-10-2010,14,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Jun-12-2010,23,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Jun-19-2010,24,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Jun-26-2010,25,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Jul-03-2010,26,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Jul-10-2010,27,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Jul-17-2010,28,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Jul-31-2010,30,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Jul-24-2010,29,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Apr-17-2010,15,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Apr-24-2010,16,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,May-01-2010,17,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,May-08-2010,18,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,May-15-2010,19,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,May-22-2010,20,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Jun-05-2010,22,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,May-29-2010,21,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Aug-14-2010,32,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Aug-07-2010,31,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Aug-21-2010,33,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Aug-28-2010,34,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Sep-04-2010,35,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Sep-11-2010,36,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Sep-18-2010,37,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Sep-25-2010,38,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Oct-02-2010,39,2009-10
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 6,Moderate,Oct-08-2022,40,2022-23
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 8,High,Oct-15-2022,41,2022-23
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 9,High,Oct-22-2022,42,2022-23
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 10,High,Oct-29-2022,43,2022-23
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 11,Very High,Nov-05-2022,44,2022-23
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 10,High,Nov-12-2022,45,2022-23
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 10,High,Nov-19-2022,46,2022-23
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 11,Very High,Nov-26-2022,47,2022-23
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 10,High,Dec-03-2022,48,2022-23
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 10,High,Dec-10-2022,49,2022-23
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 8,High,Dec-17-2022,50,2022-23
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 7,Moderate,Dec-24-2022,51,2022-23
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 9,High,Dec-31-2022,52,2022-23
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 7,Moderate,Jan-07-2023,1,2022-23
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 4,Low,Jan-14-2023,2,2022-23
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 3,Minimal,Jan-21-2023,3,2022-23
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 4,Low,Jan-28-2023,4,2022-23
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 3,Minimal,Feb-04-2023,5,2022-23
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 3,Minimal,Feb-11-2023,6,2022-23
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 3,Minimal,Feb-18-2023,7,2022-23
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 2,Minimal,Feb-25-2023,8,2022-23
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Mar-04-2023,9,2022-23
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Mar-11-2023,10,2022-23
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 2,Minimal,Mar-18-2023,11,2022-23
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 2,Minimal,Mar-25-2023,12,2022-23
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 2,Minimal,Apr-01-2023,13,2022-23
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Apr-08-2023,14,2022-23
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 2,Minimal,Apr-15-2023,15,2022-23
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Apr-22-2023,16,2022-23
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 2,Minimal,Apr-29-2023,17,2022-23
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 2,Minimal,May-06-2023,18,2022-23
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,May-13-2023,19,2022-23
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,May-20-2023,20,2022-23
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,May-27-2023,21,2022-23
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Jun-03-2023,22,2022-23
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Jun-10-2023,23,2022-23
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Jun-17-2023,24,2022-23
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Jun-24-2023,25,2022-23
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Jul-01-2023,26,2022-23
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Jul-08-2023,27,2022-23
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Jul-15-2023,28,2022-23
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Jul-22-2023,29,2022-23
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Jul-29-2023,30,2022-23
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Aug-05-2023,31,2022-23
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Aug-12-2023,32,2022-23
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 1,Minimal,Aug-19-2023,33,2022-23
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 3,Minimal,Aug-26-2023,34,2022-23
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 4,Low,Sep-02-2023,35,2022-23
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 4,Low,Sep-09-2023,36,2022-23
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 3,Minimal,Sep-16-2023,37,2022-23
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 3,Minimal,Sep-23-2023,38,2022-23
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 3,Minimal,Sep-30-2023,39,2022-23
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 3,Minimal,Oct-07-2023,40,2023-24
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 3,Minimal,Oct-14-2023,41,2023-24
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 5,Low,Oct-21-2023,42,2023-24
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 6,Moderate,Oct-28-2023,43,2023-24
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 7,Moderate,Nov-04-2023,44,2023-24
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 11,Very High,Nov-11-2023,45,2023-24
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 11,Very High,Nov-18-2023,46,2023-24
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 12,Very High,Nov-25-2023,47,2023-24
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 12,Very High,Dec-02-2023,48,2023-24
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 13,Very High,Dec-09-2023,49,2023-24
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 13,Very High,Dec-16-2023,50,2023-24
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 13,Very High,Dec-23-2023,51,2023-24
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 13,Very High,Dec-30-2023,52,2023-24
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 13,Very High,Jan-06-2024,1,2023-24
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 12,Very High,Jan-13-2024,2,2023-24
Louisiana,https://ldh.la.gov/page/respiratory-home,Influenza,Level 11,Very High,Jan-20-2024,3,2023-24
